restaurant_name,location,cuisine,estimated_cost,rating
Ritz,electronic city,"north indian, chinese, thai, continental",800.0,3.5
It's Mirchi - Ramee Guestline Hotels,electronic city,"continental, mughlai",1600.0,3.1
The Dining Table - Sahar Pavillion,electronic city,"chinese, continental, north indian, pizza, south indian",1500.0,3.7
Seven Spices - Manipal County,electronic city,"north indian, chinese, continental",900.0,2.8
Bamboo Shades,electronic city,"charcoal chicken, chinese, north indian, juices, desserts, seafood, south indian",1000.0,2.8
Brunch & Munch - Hotel Millennium Plaza,electronic city,"north indian, chinese, mangalorean, andhra",1200.0,3.5
Cafe Happytizing,electronic city,"cafe, sandwich, pizza, north indian, mexican",700.0,4.1
Biggies Burger 'n' More,electronic city,"cafe, burger, beverages",650.0,3.9
This Cafe Has No Name Cafe,electronic city,"cafe, beverages",500.0,3.2
She Brews,electronic city,"cafe, continental, thai, chinese",400.0,3.8
Rags on Fire,electronic city,cafe,600.0,3.1
Cafe Crumb'z,electronic city,"cafe, beverages, fast food",300.0,3.3
Chef Baker's,electronic city,"bakery, fast food, pizza, burger, cafe",600.0,3.8
Cuppa,electronic city,"cafe, fast food, continental",700.0,3.0
Manasa Cool Cafe,electronic city,"fast food, juices, cafe, desserts",300.0,3.2
Entree cafe,electronic city,"cafe, bakery, desserts",400.0,3.7
Cafe Coffee Day,electronic city,"cafe, fast food",900.0,3.7
Magic Oven,electronic city,"cafe, desserts",400.0,4.0
The Hungry Shark Cafe,electronic city,"cafe, continental, beverages",700.0,3.9
KA 51 Restocafe,electronic city,"cafe, mughlai",650.0,3.9
Cafe HIGHRANGERS,electronic city,"cafe, fast food, chinese",400.0,3.3
24 Hours Coffee Drop - La Classic,electronic city,cafe,800.0,3.4
The Chocolate Room,electronic city,"cafe, beverages",600.0,2.8
Lassi Adda,electronic city,"beverages, sandwich, fast food",200.0,4.0
Sitaar,electronic city,"north indian, chinese",800.0,3.8
FreshMenu,south bangalore,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",450.0,3.0
The Good Bowl,electronic city,"italian, north indian, biryani",500.0,3.9
Lassi Resto Cafe,electronic city,"beverages, fast food",200.0,3.7
Delhi Base Sri Food Court,electronic city,"north indian, south indian, chinese, street food",250.0,3.9
Wakhra Swaad,electronic city,"north indian, biryani, rolls, beverages",300.0,3.4
Indian Food Court,electronic city,"north indian, chinese, fast food",400.0,3.8
Maa Reddy's Hyderabadi Biryani House,electronic city,"biryani, andhra, north indian",500.0,3.0
Fresh 'N' Grills,electronic city,"sandwich, salad, north indian, chinese",500.0,3.2
New Punjabi Food Corner,electronic city,"north indian, chinese",500.0,4.0
BOX8- Desi Meals,electronic city,"north indian, mughlai, fast food",500.0,4.2
Swad 'E' Punjab,electronic city,"north indian, chinese, mughlai",500.0,3.6
Popular Burger,electronic city,"fast food, burger",200.0,4.1
Moriz Restaurant,electronic city,"arabian, seafood, north indian, chinese, bbq, biryani, beverages",700.0,3.1
Desi Dhaba,electronic city,"chinese, north indian",300.0,3.8
Amaravathi Mess,electronic city,"andhra, biryani",400.0,3.6
Burger King,electronic city,"burger, fast food, beverages",600.0,3.8
Godavari Delights,electronic city,"andhra, biryani",700.0,3.5
Dine Garden Family Restaurant,electronic city,"biryani, south indian, north indian, chinese",400.0,3.5
Insomniac's Delight,electronic city,"fast food, north indian",300.0,4.0
Lassi Corner,electronic city,"beverages, desserts",300.0,3.5
Paradise,electronic city,"biryani, north indian, kebab",800.0,4.0
Biryani Darbar,electronic city,"biryani, mughlai, north indian",800.0,3.6
Sri Pillaiyar Bhavan,electronic city,chettinad,300.0,4.0
Parathe Wali Gali,electronic city,"north indian, chinese",250.0,3.6
Faasos,hosur road,"north indian, biryani, fast food",500.0,4.0
King,electronic city,"north indian, chinese",300.0,3.7
Behrouz Biryani,electronic city,biryani,650.0,4.1
Subway,electronic city,"salad, fast food",600.0,3.9
New Udupi Palace,electronic city,"south indian, north indian, chinese, street food",350.0,3.8
Hyderabadi Spice,electronic city,"hyderabadi, andhra, chinese, biryani",400.0,4.0
KFC,electronic city,"burger, fast food",450.0,3.9
Pallavi Restaurant,electronic city,"biryani, chinese, andhra",500.0,3.8
Foodies Family Restaurant,electronic city,"north indian, chinese",300.0,3.4
Kolkata Kitchen,electronic city,"north indian, fast food, biryani",400.0,3.2
4Foodiez,electronic city,"south indian, north indian, chinese",300.0,3.7
Salted Chilli,electronic city,"biryani, north indian, chinese",600.0,3.7
Curries & Pickles,electronic city,"andhra, biryani, chinese",400.0,3.4
Thalassery Restaurant,electronic city,"kerala, biryani, south indian, north indian, chinese, seafood, juices",600.0,3.8
MDP Coffee House,electronic city,south indian,200.0,3.8
Hot Attack,electronic city,"north indian, chinese, biryani",400.0,3.6
China Garden,electronic city,"chinese, north indian",300.0,3.6
Kaaram,electronic city,"andhra, biryani",500.0,3.4
Hyderabad Magic,electronic city,"hyderabadi, chinese, biryani, arabian",400.0,3.8
Sri Manjunatha Foods,electronic city,"south indian, north indian, chinese",250.0,3.6
Hyderabadi Biryaani Hub,electronic city,"biryani, fast food",300.0,2.7
Ruposhi Bangla,electronic city,"bengali, chinese, north indian, seafood",400.0,4.0
Foodies Express,electronic city,"chinese, north indian, arabian, biryani",400.0,3.7
Pizza Hut,electronic city,"pizza, fast food",750.0,3.2
Pizza Republic,electronic city,"pizza, fast food",500.0,3.8
Nainital North Indian Restaurant,electronic city,north indian,400.0,3.5
Pure Punjabi,electronic city,"chinese, north indian, fast food",450.0,3.4
7 Days Restaurant,electronic city,"north indian, chinese, arabian",400.0,3.8
Eat N Meet,electronic city,"kerala, south indian, north indian, chinese, beverages",500.0,2.7
Lakshmi Rayalaseema Ruchilu,electronic city,"biryani, south indian, chinese",600.0,3.0
Goli Vada Pav No. 1,electronic city,street food,150.0,2.9
Frozen Bottle,electronic city,"beverages, desserts",400.0,4.1
Vijayawada Heights,electronic city,north indian,600.0,2.9
Chai Point,electronic city,"tea, beverages, fast food",250.0,3.9
Lassi Mania,electronic city,"beverages, juices",200.0,3.6
Doof,electronic city,"fast food, beverages",450.0,4.0
Pimento,electronic city,"chinese, fast food, italian",400.0,3.7
Barbeque Delight,electronic city,"arabian, kerala, biryani, south indian, chinese, bbq",650.0,3.4
The Rasoiya Street,electronic city,"north indian, continental, mediterranean, chinese",800.0,4.2
Ruchi Sagar,electronic city,"south indian, north indian, chinese, juices",250.0,4.0
New Andhra House,electronic city,"andhra, biryani, chinese, north indian",450.0,3.7
Andhra Food Cafe (AFC),electronic city,"andhra, north indian, south indian",250.0,3.3
Firangi Bake,electronic city,"mexican, italian",600.0,4.1
India Garden,electronic city,"north indian, chinese, fast food, beverages",550.0,3.3
Royal Bengal Corner,electronic city,"chinese, fast food, north indian, rolls",250.0,3.8
Tikka Kebab,electronic city,"kebab, north indian, chinese",250.0,3.7
The Pastry House,electronic city,"bakery, desserts",400.0,3.8
Sri Krishna Sagar,electronic city,"south indian, north indian",300.0,3.5
Laddoos,electronic city,"north indian, street food, mithai",250.0,4.0
Andhra Kitchen,electronic city,andhra,400.0,3.9
Food Ras,electronic city,"north indian, chinese, japanese, european, seafood",900.0,4.3
UBQ by Barbeque Nation,electronic city,"north indian, bbq, biryani, kebab",450.0,3.6
Ovenstory Pizza,hosur road,pizza,750.0,4.0
Notebook Food Court,electronic city,"chinese, north indian, rolls",300.0,4.0
11 to 11 Express Biriyanis,electronic city,"biryani, kebab",300.0,3.5
Magic Bowl,electronic city,"north indian, chinese, arabian, mughlai",700.0,3.6
Maa Tara Hotel,electronic city,"chinese, north indian",400.0,3.8
NY Pizza & Waffles,electronic city,"pizza, desserts",400.0,3.1
Sweet Truth,electronic city,"bakery, desserts",500.0,3.9
Just Fresh Point,electronic city,"street food, american, sandwich, fast food, beverages, burger, desserts, pizza",300.0,4.0
Khana Khazana,electronic city,north indian,300.0,3.6
MAD Belgian Waffles,electronic city,desserts,250.0,3.8
Pan's Aroma,electronic city,"bengali, biryani, north indian, chinese, fast food",400.0,2.9
Bawarchi Restaurant,electronic city,"north indian, chinese, biryani, rolls",400.0,2.7
Ande Ka Funda,electronic city,"north indian, fast food, rolls",200.0,3.4
Samosa Singh,electronic city,"street food, beverages",150.0,4.0
Biriyani Zone,electronic city,"biryani, north indian, chinese, seafood",800.0,3.9
Volga Restaurant,electronic city,"north indian, chinese, middle eastern",500.0,3.7
The Elaichi Restaurant,electronic city,"north indian, asian, continental, bengali, momos",700.0,3.6
Nandanam Restaurant,electronic city,"north indian, south indian",400.0,3.8
Bangalore Agarwal Bhavan,electronic city,"north indian, street food, mithai, chinese",500.0,3.6
Chai Cafe,electronic city,"fast food, rolls",300.0,3.6
Sila Restaurant,electronic city,"chinese, seafood, north indian, biryani, desserts",750.0,3.8
VMS Star Biriyani,electronic city,"biryani, north indian",500.0,3.2
Parampara - The Veg Kitchen,electronic city,"north indian, chinese, street food",350.0,3.7
Kettle On,electronic city,"fast food, sandwich, beverages",400.0,3.7
Baskin Robbins,electronic city,"ice cream, desserts",250.0,3.8
Five Star Chicken,electronic city,"fast food, burger",200.0,3.2
Just Shawarma,electronic city,arabian,300.0,3.9
The Milkshake Theory,electronic city,"beverages, fast food",400.0,3.6
Sunny's,electronic city,"sandwich, fast food, salad, bakery, juices",300.0,3.0
Cafe Palnad,electronic city,"south indian, fast food",400.0,4.0
Andhra Spicy Food Court,electronic city,"andhra, biryani",400.0,3.2
Esfahan Restaurant,electronic city,"north indian, lucknowi, mughlai, biryani",700.0,3.5
Kathi Junction,electronic city,"rolls, north indian, mughlai",400.0,2.8
Satkar Restaurant,electronic city,"north indian, chinese, biryani, seafood",350.0,3.6
Yeruva Biriyani,electronic city,"biryani, chinese",400.0,3.5
Kolkata Famous Kathi Rolls,electronic city,"fast food, rolls",200.0,3.5
Ambur Biriyani Classic,electronic city,"biryani, south indian, north indian",700.0,3.3
Marley's Bistro,electronic city,"continental, european, salad, beverages, italian, burger",400.0,3.9
Hyderabad Darbar,electronic city,"andhra, south indian",700.0,3.7
Hotel Sakti Saravana,electronic city,"tamil, south indian",350.0,3.8
Z Cafe,electronic city,"chinese, fast food, beverages",300.0,3.6
Swathi Restaurant - The Vintage Inn,electronic city,"andhra, north indian",900.0,3.8
Paratha House,electronic city,"north indian, chinese",350.0,3.6
The Mirchi,electronic city,"chinese, north indian, bengali",400.0,3.3
Prem's Biriyani,electronic city,"biryani, fast food",300.0,3.3
Mast Punjabi Spice,electronic city,north indian,400.0,2.9
Thanima Garden Restaurant,electronic city,"north indian, chinese, kerala",500.0,3.6
Bhukkads,electronic city,"chinese, north eastern",400.0,3.2
Karaikudi Restaurant,electronic city,south indian,300.0,3.7
Mamaji's,electronic city,north indian,600.0,3.6
Bangaliana,electronic city,bengali,600.0,3.0
Tuba Rolls & Snacks,electronic city,"chinese, fast food, north indian, rolls",200.0,3.0
Wangs Kitchen,electronic city,chinese,1000.0,2.5
New Food Magic,electronic city,"andhra, chinese, north indian, south indian",450.0,3.2
Akshara,electronic city,"north indian, south indian, chinese",700.0,3.8
Kittu's,electronic city,north indian,750.0,4.2
EC Dine Restaurant,electronic city,"south indian, north indian, kerala",500.0,3.4
Udupi Food Junction,electronic city,"south indian, north indian",250.0,3.5
Maa Biryani Hyderabadi,electronic city,biryani,450.0,2.6
Curries 'N' Phulkas,electronic city,north indian,250.0,3.4
Donut Cafe,electronic city,"desserts, fast food",250.0,3.9
Halli Kitchen,electronic city,south indian,300.0,2.5
Hotel Uma Bhai,electronic city,north indian,400.0,3.7
Kettle & Kegs,electronic city,"tea, beverages",200.0,3.1
Vov Shawarma,electronic city,fast food,200.0,3.2
7 Shanghai,electronic city,chinese,250.0,3.5
Annapurna Andhra Hotel,electronic city,"mughlai, chinese, north indian",400.0,3.3
Hotel Avakay,electronic city,"andhra, north indian, chinese, biryani",550.0,3.6
BIB - Breakfast in the Box,electronic city,"american, sandwich",600.0,3.9
Chivi's Meilleurs Boulangers,electronic city,"south indian, bakery, fast food",300.0,3.4
Mr. Meetharam,electronic city,"mithai, street food",150.0,3.3
King's Appetite,electronic city,"north indian, chinese",500.0,3.7
Thanco's Natural Ice Creams,electronic city,"ice cream, desserts",450.0,3.7
Cakes Wagon,electronic city,"bakery, desserts",600.0,3.4
Cake Menu,electronic city,bakery,400.0,3.3
A2B - Adyar Ananda Bhavan,electronic city,"south indian, north indian, chinese, street food, fast food",400.0,3.1
Pot Biryani,electronic city,"north indian, chinese, biryani, seafood",600.0,2.8
OrganicFeast,electronic city,"north indian, chinese, healthy food",400.0,2.9
Manasa Andhra Style Multi Cuisine Restaurant,electronic city,"north indian, south indian, chinese, andhra, biryani",800.0,3.6
Akkad Bakkad,electronic city,"north indian, chinese",600.0,3.9
Meat and Eat,electronic city,"fast food, burger",500.0,3.4
Hotel Shruthi,electronic city,"north indian, biryani",200.0,3.5
Crumbz Crunches,electronic city,"north indian, chinese",450.0,3.1
Mumbai Kulfi,electronic city,"ice cream, desserts",100.0,3.7
Sky Lounge Bar - Svenska Design Hotel,electronic city,"north indian, pizza, asian, italian",1500.0,4.0
Foodie Nation,electronic city,"north indian, chinese, arabian",1000.0,3.5
Gilly's Restobar,electronic city,"continental, north indian, chinese, salad",1200.0,4.3
Spicy Tandoor,electronic city,"north indian, chinese, kebab, mughlai",400.0,2.7
Messy's,electronic city,fast food,400.0,3.8
Rayalaseema Ruchulu SR,electronic city,"andhra, south indian",300.0,3.2
Andhra Biryani & Curries,electronic city,"north indian, south indian, chinese, andhra, biryani",400.0,3.1
Reddy's Hyderabadi Biryani,electronic city,"chinese, north indian, south indian, biryani, andhra",500.0,2.7
Juicy,electronic city,"beverages, juices, fast food",200.0,3.9
Flying Cakes,electronic city,"bakery, desserts",500.0,3.1
Godavari Delights,electronic city,south indian,400.0,3.0
Domino's Pizza,electronic city,"pizza, fast food",400.0,2.7
Royal Iceberry,electronic city,desserts,200.0,3.4
Biryani Darbar,electronic city,"biryani, chinese",600.0,3.3
Petoo,electronic city,"north indian, fast food, street food",400.0,3.6
Just Cakes,electronic city,bakery,350.0,3.4
Andhra Amigos,electronic city,"andhra, north indian, biryani",350.0,3.6
Kritunga Restaurant,electronic city,"andhra, biryani, north indian, chinese",650.0,3.8
McDonald's,bommanahalli,"burger, fast food",500.0,3.3
Uma Ki Rasoi,electronic city,north indian,250.0,3.9
Chick Blast,electronic city,fast food,400.0,3.3
Sankalp Reddy Restaurant,electronic city,"south indian, andhra, biryani",300.0,3.9
Millennium Plaza,electronic city,north indian,700.0,3.4
Sitara Veg Restaurant,electronic city,"south indian, north indian, chinese",400.0,3.9
Lassi Corner,electronic city,"beverages, sandwich",150.0,3.7
Sweet Chariot,electronic city,"bakery, fast food",500.0,3.0
Seasons,electronic city,"north indian, south indian, chinese, seafood, kerala, arabian, juices",1000.0,2.9
Cedar Bar & Dive - Hotel Presidency,electronic city,"north indian, thai, chinese, continental",1200.0,3.8
Juicemaker,electronic city,"beverages, fast food",400.0,3.9
Just Bake,electronic city,"bakery, desserts",400.0,3.2
Vinaya Royal Inn,electronic city,"north indian, chinese",500.0,3.1
Tap House Resto Bar,electronic city,"chinese, north indian, thai",900.0,3.4
Kabab Souq,electronic city,"north indian, chinese",400.0,3.4
French Bake House,electronic city,"bakery, french, fast food",200.0,3.7
Apsara Ice Cream,electronic city,"ice cream, desserts",200.0,4.0
Mesa Deli - Svenska Design Hotel,electronic city,"north indian, italian",600.0,3.2
Indian Kitchen - Hotel Presidency,electronic city,"fast food, north indian, finger food",1000.0,3.0
Salt N Pepper,electronic city,"north indian, chinese",500.0,3.6
Punjab Calling,electronic city,north indian,400.0,3.7
Hanchi Thinnuva,electronic city,south indian,300.0,3.5
Venadu Restaurant,electronic city,kerala,700.0,3.4
Chill Out Cafe,electronic city,"north indian, chinese",350.0,3.5
Trisha's Kitchen,electronic city,"north indian, chinese",300.0,3.2
Nandanam Family Restaurant,electronic city,"kerala, chinese",400.0,3.3
Food Point Family Restauarant,electronic city,"north indian, chinese, mughlai",700.0,3.3
Soul Curry Restaurant,electronic city,"andhra, chinese, north indian, biryani",600.0,3.6
Ragi Nadu,electronic city,"south indian, biryani, chinese",450.0,3.5
Rolls On Wheels,electronic city,"fast food, rolls, momos",300.0,2.7
Mesa Lounge Bar - Svenska Design Hotel,electronic city,"north indian, pizza, asian, italian",1500.0,3.5
Pulla Reddy Sweets,electronic city,mithai,250.0,3.0
Food 4 U,electronic city,north indian,400.0,3.6
The Hungry,electronic city,"fast food, chinese",400.0,3.6
Green Family Bar & Restaurant,electronic city,"north indian, chinese, andhra",1000.0,3.0
Chinmayee's,electronic city,"north indian, chinese",700.0,3.1
Tellimagic Restaurant,electronic city,"north indian, south indian, chinese",400.0,3.5
SFC Kabab Corner,electronic city,"chinese, andhra",350.0,3.6
Royal Chowpatty,electronic city,street food,100.0,3.7
New Aastha,electronic city,"north indian, chinese",250.0,3.6
Food Club Restaurant,electronic city,"north indian, chinese",500.0,3.7
Bhojanam Restaurant,electronic city,"andhra, biryani",600.0,3.6
Ruchie Rich,electronic city,"biryani, fast food, north indian",200.0,3.5
RK Garden Family Restaurant,electronic city,"andhra, chinese, north indian, south indian",600.0,3.5
Vijayawadawari Sandhya Andhra Mess,electronic city,"north indian, biryani, south indian",400.0,3.4
Eden Huts Dhaba,electronic city,"chinese, north indian",500.0,3.6
Samrudhi,electronic city,"andhra, chinese, north indian",450.0,2.9
Hotel Food Zone,electronic city,"north indian, chinese",350.0,3.3
NMR Multicuisine Restaurant,electronic city,"north indian, chinese, arabian, juices",550.0,3.6
